lower_pct,upper_pct,holding_period,avg_roi,win_rate
0.98,1.03,15,13.243271481653435,54.83870967741935
0.97,1.03,15,9.977094240905185,58.06451612903226
0.98,1.05,15,17.71512211703712,51.61290322580645
0.99,1.02,15,16.686696833652746,54.3010752688172
0.98,1.03,10,11.197783355135797,51.61290322580645
0.98,1.03,21,8.95841055663356,51.075268817204304
