date,open,high,low,close,adjusted_close,volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,Signal,MACD_Hist,RSI,BB_Middle,BB_Upper,BB_Lower,Returns,Volatility_20,Momentum_10,Momentum_30
2010-01-22,1094.65,1099.15,1082.3,1093.0,1093.0,0,,,,1118.1020942093478,1115.8792479091346,2.2228463002131775,7.073258378855365,-4.850412078642187,41.10389610389607,,,,-0.0019632013879378185,,-3.836002111560788,
2010-01-25,1091.05,1104.2,1091.05,1098.25,1098.25,0,,,,1115.0479258694481,1114.5733776936431,0.47454817580501185,5.753516338245294,-5.278968162440282,43.413552881570624,,,,0.004803293687099641,,-4.74848222029488,
2010-01-26,1098.4,1103.55,1085.8,1098.05,1098.05,0,,,,1112.4328603510714,1113.3494237904104,-0.9165634393389155,4.419500382728453,-5.336063822067368,35.22603978300174,,,,-0.00018210789893013946,,-2.6292453666755478,
2010-01-27,1097.7,1102.7,1083.65,1086.85,1086.85,0,,,,1108.497035681676,1111.3865035096392,-2.8894678279632444,2.9577067405901136,-5.847174568553358,34.09170458522921,,,,-0.01019989982241254,,-4.561819459079741,
2010-01-28,1087.8,1096.35,1074.15,1086.3,1086.3,0,1118.9325000000001,,,1105.0821071152643,1109.5282439904067,-4.446136875142429,1.476938017443605,-5.923074892586034,31.919482386772074,1118.9325000000001,1161.3290151869824,1076.5359848130179,-0.0005060495928600472,,-4.981412639405214,
2010-01-29,1087.2,1090.6,1074.85,1081.55,1081.55,0,1118.1425000000002,,,1101.4617829436852,1107.4557814725988,-5.9939985289136075,-0.01724929182783752,-5.9767492370857696,21.969399764613456,1118.1425000000002,1162.76281959828,1073.5221804017203,-0.004372641075209405,18.743969456737712,-4.363781059333283,
2010-02-01,1080.1,1107.9,1076.8,1107.35,1107.35,0,1117.49,,,1102.3676624908105,1107.447945807962,-5.080283317151498,-1.0298560968925696,-4.050427220258928,42.047674872997185,1117.49,1162.352334453655,1072.627665546345,0.023854653044242058,19.202457250184747,-2.2639011473962967,
2010-02-02,1105.8,1118.35,1099.0,1115.2,1115.2,0,1117.2975000000001,,,1104.3418682614551,1108.0221720444092,-3.68030378295407,-1.5599456341048699,-2.1203581488492,40.537289494787515,1117.2975000000001,1162.1646896883049,1072.4303103116954,0.007088996252314184,19.38778574830131,-2.0121254722783477,
2010-02-03,1114.4,1124.85,1107.2,1109.65,1109.65,0,1115.835,,,1105.1585039135389,1108.1427518929715,-2.9842479794326664,-1.8448061031704293,-1.1394418762622371,36.64546899841018,1115.835,1159.6314081680343,1072.0385918319657,-0.004976685796269642,18.259429429108167,-0.18440226679858895,
2010-02-04,1109.3,1111.1,1059.5,1063.45,1063.45,0,1112.3925,,,1098.7418110037638,1104.8321776786775,-6.090366674913639,-2.6939182175190712,-3.396448457394568,28.8756655183213,1112.3925,1161.2686514873105,1063.5163485126893,-0.041634749695850126,23.207409915174996,-2.8945806510523697,
2010-02-05,1063.15,1069.15,1044.25,1065.45,1065.45,0,1108.835,,,1093.6199939262617,1101.9149793321087,-8.294985405847001,-3.8141316551846574,-4.480853750662344,28.831087433406466,1108.835,1160.5663922813646,1057.1036077186354,0.0018806713996897262,23.14250643904704,-2.520585544373277,
2010-02-08,1067.4,1073.9,1061.9,1063.75,1063.75,0,1104.3725,,,1089.0246102452984,1099.0879438260265,-10.063333580728113,-5.063972040293349,-4.999361540434764,26.19276336855593,1104.3725,1155.4565017700463,1053.2884982299536,-0.001595569946970854,22.210667146368436,-3.141361256544506,
2010-02-09,1062.95,1083.45,1061.8,1077.3,1077.3,0,1101.8525,,,1087.220824053714,1097.4740220611357,-10.253198007421588,-6.101817233718997,-4.151380773702591,37.997208653175136,1101.8525,1153.0635645425277,1050.6414354574722,0.012737955346650898,21.888731341949853,-1.8897135831701606,
2010-02-10,1077.45,1082.5,1063.5,1072.85,1072.85,0,1098.555,,,1085.0099280454504,1095.6500204269776,-10.64009238152721,-7.00947226328064,-3.630620118246571,41.501524390243844,1098.555,1148.2186677535685,1048.8913322464316,-0.004130697113153281,21.426828958994953,-1.2881262363711676,
2010-02-11,1072.0,1098.15,1071.35,1095.35,1095.35,0,1096.16,,,1086.6007083461504,1095.627796691646,-9.027088345495486,-7.41299547972361,-1.6140928657718758,50.775321676014485,1096.16,1141.1481575060534,1051.1718424939468,0.020972176911963514,22.947197664375,0.8331031943293654,
2010-02-12,1096.7,1097.35,1078.55,1093.4,1093.4,0,1094.285,,,1087.6467532159734,1095.462774714487,-7.816021498513692,-7.493600683481626,-0.322420815032066,48.364249578414864,1094.285,1136.1975041008052,1052.372495899195,-0.0017802528872048473,22.712408867257743,1.0956497619157846,-0.35995808083107983
2010-02-15,1092.85,1102.65,1092.0,1101.0,1101.0,0,1092.685,,,1089.7010988750544,1095.872939550451,-6.171840675396652,-7.2292486818646315,1.0574080064679796,50.94763893350467,1092.685,1130.630017008686,1054.7399829913138,0.006950795683190014,22.886146042764793,-0.5734410981171223,-1.7315244555515918
2010-02-16,1099.6,1121.2,1097.85,1119.95,1119.95,0,1091.7775000000001,,,1094.3547759711998,1097.6564255096769,-3.3016495384770224,-6.44372885318711,3.142079314710088,60.12851897184828,1091.7775000000001,1125.8163396580019,1057.7386603419984,0.01721162579473212,23.744430075817352,0.425932568149201,0.08042536079710949
2010-02-17,1119.25,1127.25,1111.7,1115.2,1115.2,0,1091.9524999999999,,,1097.5617335140923,1098.955949545997,-1.3942160319047616,-5.433826288930641,4.039610257025879,58.62171837708834,1091.9524999999999,1126.4554285561003,1057.4495714438995,-0.004241260770570077,22.269610100313336,0.500157707385207,-2.0809553077530962
2010-02-18,1106.35,1124.05,1098.2,1123.9,1123.9,0,1093.3899999999999,,,1101.6137745119242,1100.8036569870344,0.8101175248898471,-4.185037526166544,4.995155051056391,62.34334013407174,1093.3899999999999,1130.7326185195243,1056.0473814804755,0.00780129124820661,21.672230967689103,5.684329305562086,-0.7418528658482582
2010-02-19,1111.3,1126.95,1098.95,1118.85,1118.85,0,1094.6825,,,1104.2655015100897,1102.140423136143,2.125078373946735,-2.923014346143888,5.048092720090623,53.8129973474801,1094.6825,1133.719287979923,1055.6457120200769,-0.0044932823204912875,21.742582145682483,5.011966774602272,-1.561675171564314
2010-02-22,1124.9,1131.05,1109.7,1113.7,1113.7,0,1095.455,,,1105.7169628162299,1102.9966880890213,2.7202747272085617,-1.7943565314733978,4.514631258681959,49.49358541525996,1095.455,1135.3901830107895,1055.5198169892103,-0.004602940519283116,21.79554030954143,4.695652173913056,-3.408499566348655
2010-02-23,1113.8,1121.2,1099.35,1102.05,1102.05,0,1095.655,,,1105.152814690656,1102.9265630453901,2.2262516452658474,-0.9902348961255487,3.2164865413913963,47.53566796368349,1095.655,1135.6848559630314,1055.6251440369685,-0.01046062673969661,22.158637891938433,2.2974101921470425,-2.274541101356753
2010-02-24,1103.4,1108.35,1089.85,1096.4,1096.4,0,1096.1325000000002,,,1103.8062278151704,1102.4431139309168,1.3631138842536075,-0.5195651400497174,1.882679024303325,64.49626044874618,1096.1325000000002,1135.947377872474,1056.3176221275264,-0.005126809128442322,21.912362932769067,2.1950878501188598,-3.7232174218475467
2010-02-25,1097.6,1109.15,1088.6,1106.1,1106.1,0,1097.1225,,,1104.1591158436056,1102.7139943804784,1.4451214631271796,-0.12662781941433804,1.5717492825415176,66.74907292954263,1097.1225,1136.8925955492941,1057.3524044507058,0.00884713608172194,22.10445199217269,0.9814214634591645,-3.2495079816313277
2010-02-26,1105.0,1119.2,1104.4,1116.5,1116.5,0,1098.87,,,1106.0577134061277,1103.7351799819244,2.322533424203357,0.36320442930920094,1.959328994894156,70.28066128412154,1098.87,1138.8299720773305,1058.9100279226693,0.009402404845854972,22.201276275906686,2.1126760563380254,-1.2733221328145805
2010-03-01,1116.55,1123.7,1112.05,1117.35,1117.35,0,1099.3700000000001,,,1107.7949882667235,1104.7436851684483,3.0513030982751843,0.9008241631023977,2.150478935172787,67.0643374520665,1099.3700000000001,1140.0210102159706,1058.7189897840296,0.0007613076578592004,20.598230774978987,1.485013623978193,-1.381288614298326
2010-03-02,1118.75,1137.75,1115.1,1134.65,1134.65,0,1100.3425,,,1111.9265285333813,1106.9589677485633,4.967560784818033,1.714171487445525,3.2533892973725083,73.73271889400932,1100.3425,1143.44475632145,1057.2402436785499,0.015483062603481645,21.160537259939776,1.3125585963659203,-0.30313680695894796
2010-03-03,1134.85,1145.0,1132.4,1139.5,1139.5,0,1101.8349999999998,,,1116.1686010667072,1109.369414582003,6.799186484704251,2.7311744868972703,4.06801199780698,69.6135051088406,1101.8349999999998,1148.2353187375618,1055.4346812624378,0.004274445864363319,21.07147774615838,2.17898134863701,2.5006746424395043
2010-03-04,1139.8,1141.6,1126.1,1132.0,1132.0,0,1105.2625,,,1118.6042009025984,1111.0457542425952,7.558446660003256,3.6966289215184673,3.8618177384847883,66.34208298052496,1105.2625,1149.8146914518002,1060.7103085482,-0.006581834137779685,14.09103159004704,0.7207046890292723,3.364835867232796
2010-03-05,1131.8,1140.7,1127.0,1132.05,1132.05,0,1108.5925000000002,,,1120.6727853791217,1112.6016242986993,8.071161080422371,4.571535353299248,3.4996257271231226,64.04341926729984,1108.5925000000002,1150.4921831416227,1066.6928168583777,4.41696113073764e-05,14.1282709103877,1.1797828127094734,3.572735590118925
2010-03-08,1135.7,1137.8,1118.55,1122.4,1122.4,0,1111.525,,,1120.9385107054106,1113.3274299062032,7.611080799207457,5.17944444248089,2.4316363567265666,51.20987654320991,1111.525,1148.0787167812832,1074.971283218717,-0.008524358464731985,14.636901088627088,0.7811798509473,2.198952879581162
2010-03-09,1123.3,1124.7,1108.95,1120.1,1120.1,0,1113.6650000000002,,,1120.8095090584243,1113.8291017650029,6.980407293421422,5.539637012668997,1.4407702807524245,52.479757085020175,1113.6650000000002,1146.61604981955,1080.7139501804504,-0.002049180327869049,14.231057780298778,1.637856721564357,2.008105277537453
2010-03-10,1121.65,1128.15,1103.25,1108.2,1108.2,0,1115.4325,,,1118.8695845878974,1113.4121312638915,5.457453324005883,5.523200274936375,-0.06574695093049243,42.303921568627416,1115.4325,1142.4176279704,1088.4473720295998,-0.01062405142397993,14.777500386262862,1.07624954396206,1.9643925104660287
2010-03-11,1108.35,1111.65,1100.4399,1109.45,1109.45,0,1116.1375,1111.066,,1117.4204177282209,1113.118640059159,4.3017776690619485,5.27891575376149,-0.9771380846995417,45.21384928716909,1116.1375,1141.6077277178654,1090.6672722821347,0.0011279552427359008,12.897716526685448,0.30286592532322576,2.1310871766547113
2010-03-12,1109.65,1119.45,1098.65,1102.45,1102.45,0,1116.59,1111.1680000000001,,1115.117276539264,1112.328370425147,2.7889061141167986,4.7809138258325525,-1.992007711715754,44.37781109445276,1116.59,1140.6414273567007,1092.5385726432992,-0.006309432601739551,13.11033027183888,-1.2583967756381487,1.9324118163746462
2010-03-15,1100.5,1109.8,1100.35,1109.1,1109.1,0,1116.995,1110.942,,1114.1915416870695,1112.0892318751362,2.10230981193331,4.245193023052704,-2.1428832111193943,53.70857443450815,1116.995,1140.1989447644467,1093.7910552355531,0.006032019592725257,13.053789870992519,-0.7383541414955008,0.15803494830000098
2010-03-16,1109.45,1129.45,1109.05,1125.7,1125.7,0,1117.2824999999998,1111.075,,1115.9620737352127,1113.0974369214225,2.8646368137901845,3.9690817812002006,-1.104444967410016,63.82075471698114,1117.2824999999998,1140.781218330109,1093.7837816698907,0.01496709043368516,12.68959611480047,-0.7887894945577956,0.9415351506456338
2010-03-17,1126.1,1133.8,1118.85,1125.05,1125.05,0,1117.775,1110.798,,1117.3602162374875,1113.9828119642802,3.3774042732072758,3.850746279601616,-0.4733420063943403,59.773078906652934,1117.775,1141.501722664982,1094.0482773350182,-0.000577418495158688,12.58240559439486,-1.2681000438788947,1.3878249898616524
2010-03-18,1124.0,1129.55,1118.4,1125.95,1125.95,0,1117.8775,1110.671,,1118.6817214317202,1114.8692703372965,3.81245109442375,3.843087242566043,-0.030636148142292985,55.40308747855919,1117.8775,1141.73299644267,1094.0220035573302,0.0007999644460245925,12.28319177719531,-0.5344522968197873,5.877098124030278
2010-03-19,1125.95,1127.5,1101.95,1107.55,1107.55,0,1117.3125,1110.09,,1116.9691489037632,1114.3271021641635,2.642046739599664,3.6028791419727675,-0.9608324023731036,45.333333333333364,1117.3125,1141.6023262219937,1093.0226737780063,-0.016341755850615147,13.530085894269304,-2.1642153615123005,3.951382045145224
2010-03-22,1107.4,1108.85,1092.75,1102.3,1102.3,0,1116.7425,1109.076,,1114.7123567647227,1113.4362057075589,1.2761510571638155,3.1375335250109773,-1.8613824678471618,32.59817105970946,1116.7425,1141.9085020244506,1091.5764979755495,-0.0047401923163740145,13.535729098471105,-1.790805416963659,3.6239717978848285
2010-03-23,1102.45,1108.05,1094.8,1102.65,1102.65,0,1116.7725,1108.575,,1112.8566095701499,1112.637227506999,0.21938206315098796,2.5539032326389797,-2.3345211694879917,29.169022046353987,1116.7725,1141.8660822157972,1091.678917784203,0.00031751791708267696,13.012208343630787,-1.557896616373522,2.3531049846839514
2010-03-24,1101.75,1105.4,1085.35,1087.5,1087.5,0,1116.3274999999999,1107.549,,1108.9555927132037,1110.7752106546286,-1.8196179414248945,1.679198997826205,-3.4988169392510997,26.847034339230063,1116.3274999999999,1143.195196804506,1089.4598031954938,-0.013739627261597165,13.802622480402876,-1.8678938819707724,1.3655217411567389
2010-03-25,1086.5,1095.95,1085.45,1091.35,1091.35,0,1115.5900000000001,1106.511,,1106.2470399880954,1109.3363061616933,-3.0892661735979345,0.7255059635413771,-3.8147721371393115,29.629629629629676,1115.5900000000001,1144.3806892844475,1086.7993107155528,0.003540229885057311,13.45673000714361,-1.6314390013069668,-0.36518007942666353
2010-03-26,1089.55,1110.65,1088.85,1106.6,1106.6,0,1115.095,1106.025,,1106.3013415283883,1109.1336168163828,-2.8322752879944346,0.013949713234214789,-2.8462250012286496,42.511848341232174,1115.095,1144.1589385891814,1086.0310614108187,0.01397351903605637,13.996052472992096,0.3764343054106556,1.2072434607645732
2010-03-29,1110.55,1115.45,1104.35,1109.2,1109.2,0,1114.6875,1105.549,,1106.7472889855594,1109.1385340892432,-2.3912451036837865,-0.4670892501493855,-1.924155853534401,44.84877126654073,1114.6875,1143.8466977905666,1085.5283022094334,0.002349539128863265,14.024980715358748,0.009016319538379669,0.7447774750227065
2010-03-30,1110.25,1114.15,1102.45,1103.6,1103.6,0,1113.135,1104.8590000000002,,1106.2630906800887,1108.728272304855,-2.4651816247662737,-0.8667077250727633,-1.5984738996935104,47.688442211055225,1113.135,1141.1009774500508,1085.1690225499492,-0.005048683736026072,12.794478416849403,-1.9632228835391397,-1.4598866020804624
2010-03-31,1103.7,1118.9,1102.45,1113.8,1113.8,0,1111.85,1104.9009999999998,,1107.4226151908442,1109.1039558378286,-1.6813406469843812,-1.029634309455087,-0.6517063375292942,52.005532503457765,1111.85,1136.927815736327,1086.772184263673,0.00924247915911569,13.199540925017207,-0.9999555575307739,-0.12553802008609116
2010-04-01,1113.4,1128.75,1112.35,1126.5,1126.5,0,1111.575,1105.528,,1110.357597469176,1110.392551701693,-0.034954232517065975,-0.8306982940674829,0.7957440615504169,60.53438458169066,1111.575,1135.829560070437,1087.320439929563,0.011402406177051683,13.742740268910033,0.048847639770865925,0.23133730758964077
2010-04-02,1125.0,1125.0,1120.0,1120.5,1120.5,0,1110.9975,1106.078,,1111.9179670893027,1111.1412515756417,0.7767155136609745,-0.5092155325217914,1.2859310461827658,55.022026431718054,1110.9975,1133.6997251401863,1088.2952748598136,-0.005326231691078598,13.861378914600664,1.1692474380389228,0.1474728515886925
2010-04-05,1125.1,1134.2,1119.2,1130.7,1130.7,0,1111.4125,1106.727,,1114.8075106140254,1112.5900477552238,2.217462858801582,0.03612014574288325,2.181342713058699,52.33426704014938,1111.4125,1135.266593216004,1087.558406783996,0.00910307898259699,13.91610193145452,2.5764310986120087,1.5264433869085048
2010-04-06,1130.65,1138.9,1123.0,1134.2,1134.2,0,1112.1174999999998,1107.45,,1117.79097051956,1114.1907849585407,3.600185561019316,0.7489332287981698,2.8512523322211463,54.16098226466577,1112.1174999999998,1137.8148943999636,1086.420105600036,0.0030954276112142853,13.915589394437463,2.8612887135537113,2.917290504060621
2010-04-07,1134.15,1153.25,1132.8,1148.0,1148.0,0,1114.1075,1108.673,,1122.4385135165508,1116.695171257908,5.74334225864277,1.7478150347670898,3.99552722387568,58.974358974358914,1114.1075,1144.2988071316183,1083.9161928683818,0.012167166284605901,13.815213083167032,5.563218390804603,4.706311565122201
2010-04-08,1149.45,1154.65,1144.4,1151.15,1151.15,0,1116.1925,1109.97,,1126.8556652832353,1119.2473807943593,7.608284488876052,2.9199089255888824,4.6883755632871695,70.26022304832709,1116.1925,1150.5074694969828,1081.8775305030174,0.002743902439024559,13.8166678473439,5.4794520547945424,4.072868637555382
2010-04-09,1150.95,1165.35,1149.7,1160.9,1160.9,0,1119.115,1111.557,,1132.0932552396607,1122.3327599947772,9.760495244883487,4.288026189447804,5.472469055435683,76.13737734165915,1119.115,1158.1353469190642,1080.0946530809358,0.008469791078486777,13.649403056864722,4.906922103741196,3.9767129422301872
2010-04-12,1165.6899,1169.1899,1152.0,1152.0,1152.0,0,1121.26,1112.45,,1135.1558313566359,1124.5303333284974,10.625498028138509,5.555520557185945,5.069977470952564,70.45171985080799,1121.26,1162.6093282577642,1079.9106717422358,-0.00766646567318463,14.055502063910067,3.858636855391273,3.1010873942811212
2010-04-13,1155.55,1157.9,1145.75,1151.15,1151.15,0,1122.5325,1113.1689999999999,,1137.6164726863842,1126.5021604893493,11.114312197034906,6.667278885155738,4.447033311879168,79.92477668077098,1122.5325,1165.9707959222792,1079.0942040777209,-0.0007378472222221433,13.204169910077848,4.308626313881847,1.4541929229277661
2010-04-14,1151.3,1162.6,1150.8,1154.9,1154.9,0,1124.025,1114.0739999999998,,1140.275476888479,1128.605704156805,11.66977273167413,7.667777654459417,4.001995077214712,79.90588235294113,1124.025,1169.8150759186037,1078.2349240813965,0.003257611953264128,13.207747351898272,3.690070030526149,1.3514699429574506
2010-04-15,1155.3,1162.3,1150.85,1158.95,1158.95,0,1125.675,1115.9840000000002,,1143.1484804440977,1130.8534297748192,12.295050669278453,8.593232257423224,3.7018184118552284,77.53813782219879,1125.675,1174.0617587367922,1077.2882412632077,0.003506797125292227,13.227917720799898,2.880603639591661,2.380742049469964
2010-04-16,1158.8,1160.45,1130.65,1137.45,1137.45,0,1127.17,1117.424,,1142.2717911450059,1131.3420646063141,10.929726538691739,9.060531113676927,1.8691954250148122,62.395787626151794,1127.17,1175.0437528352043,1079.296247164796,-0.018551274860865385,13.639553506722404,1.5127175368139234,0.47701073274148964
2010-04-19,1134.65,1138.45,1124.15,1135.6,1135.6,0,1128.8349999999998,1118.8609999999999,,1141.2453617380818,1131.6574672280688,9.58789451001303,9.166003792944148,0.4218907170688819,64.51905626134297,1128.8349999999998,1175.364244906605,1082.3057550933945,-0.0016264451184668793,13.49866441770965,0.4333598655699822,1.1760513186029664
2010-04-20,1135.7,1146.3,1133.45,1140.5,1140.5,0,1130.7275,1120.125,,1141.130690701454,1132.3124696556192,8.818221045834662,9.09644724352225,-0.27822619768758905,62.726406101048596,1130.7275,1175.8294835600668,1085.625516439933,0.004314899612539724,13.525841065471297,0.5554575912537496,1.8212659583965785
2010-04-21,1140.2,1150.9,1138.25,1146.3,1146.3,0,1133.6675,1121.594,,1141.9259690550764,1133.3485830144623,8.577386040614101,8.99263500294062,-0.415248962326519,60.102040816326486,1133.6675,1174.354783348925,1092.9802166510751,0.005085488820692596,12.263115220959868,-0.14808362369338468,3.4380075798592147
2010-04-22,1145.75,1149.5,1132.15,1141.45,1141.45,0,1136.1725,1122.5159999999998,,1141.852743046603,1133.948687976354,7.904055070249115,8.77491901640232,-0.8708639461532055,60.81569437274136,1136.1725,1171.7362526141421,1100.6087473858577,-0.004231004100148206,12.49754788931748,-0.8426356252443257,2.8843120465095407
2010-04-23,1141.5,1158.0,1135.45,1157.4,1157.4,0,1138.7125,1123.796,,1144.2446287317412,1135.6858222003277,8.558806531413438,8.731696519404544,-0.17288998799110544,63.011695906432756,1138.7125,1172.6000831164397,1104.8249168835605,0.013973454816242459,12.49753991715344,-0.30149022310276274,4.984353031883537
2010-04-26,1156.5,1160.23,1151.05,1154.88,1154.88,0,1140.9965,1124.8736,,1145.8808396960885,1137.1076131484515,8.773226547637023,8.74000252505104,0.03322402258598345,60.175162369612295,1140.9965,1172.5886930895979,1109.404306910402,-0.002177293934681135,12.596922762022103,0.2500000000000169,4.127671084663254
2010-04-27,1153.78,1172.9301,1146.55,1172.9301,1172.9301,0,1144.463005,1125.933202,,1150.0422643582287,1139.7611306930107,10.281133665218022,9.048228753084437,1.2329049121335842,61.77390972521987,1144.463005,1173.92034297745,1115.0056670225501,0.015629416043225097,13.176551712765045,1.892029709421017,4.195620502798247
2010-04-28,1168.03,1174.6801,1160.65,1165.45,1165.45,0,1147.045505,1126.938202,,1152.4126852261936,1141.6640099009358,10.748675325257864,9.388318067519123,1.360357257738741,56.48819149148548,1147.045505,1174.146051010849,1119.944958989151,-0.006377276872679749,13.373291237854026,0.9134990042427793,3.590951513266094
2010-04-29,1164.95,1171.75,1162.55,1167.1,1167.1,0,1149.0755050000002,1127.8022019999999,,1154.6722721144715,1143.5481573156812,11.124114798790288,9.735477413773356,1.3886373850169313,53.03623303382354,1149.0755050000002,1175.7755348281296,1122.375475171871,0.0014157621519583774,12.934665321759917,0.7032227447258066,3.654691593765258
2010-04-30,1168.7,1182.05,1161.88,1179.25,1179.25,0,1152.0130050000002,1129.010202,,1158.4534610199375,1146.1927382552603,12.260722764677212,10.240526483954127,2.020196280723084,62.933055656277844,1152.0130050000002,1178.401190567785,1125.6248194322154,0.010410418987233383,12.990253155633797,3.674886808211353,6.4737483635050275
2010-05-03,1179.0,1187.91,1176.3,1182.4,1182.4,0,1154.598005,1130.384202,,1162.1375439399471,1148.8747576437595,13.262786296187642,10.844978446400832,2.4178078497868096,64.51460378150713,1154.598005,1182.2921175660856,1126.9038924339145,0.0026711893152429056,12.76116878518726,4.1211694258541876,7.2666243309444045
2010-05-04,1181.75,1192.4,1167.16,1171.65,1171.65,0,1156.470505,1131.776202,,1163.6009987184168,1150.5618126331105,13.039186085306255,11.283819974181917,1.7553661111243386,57.30482807705524,1156.470505,1183.4115524805518,1129.5294575194482,-0.009091677943166454,13.374937931837373,2.7312582200789137,6.257652020133309
2010-05-05,1171.75,1177.3101,1158.2,1175.2,1175.2,0,1157.8305050000001,1133.352202,,1165.385460454045,1152.3868635491763,12.998596904868691,11.626775360319272,1.3718215445494195,57.117814949075864,1157.8305050000001,1185.7012507075824,1129.9597592924179,0.0030299150770281003,12.803904990480167,2.5211550205007427,8.064367816091966
2010-05-06,1176.1,1211.35,1173.35,1208.75,1208.75,0,1160.710505,1135.405202,,1172.0569280764996,1156.5619106936817,15.495017382817878,12.400423764818994,3.0945936179988838,78.24876664220815,1160.710505,1196.4639753178647,1124.9570346821354,0.02854833219877473,16.074529214802517,5.896009461649654,10.757318916937741
2010-05-07,1207.25,1213.85,1193.15,1208.3,1208.3,0,1163.0805050000001,1137.2412020000002,,1177.6327852954996,1160.394361753409,17.238423542090686,13.368023720273333,3.8703998218173528,79.12655588692971,1163.0805050000001,1204.6911353849582,1121.469874615042,-0.00037228541882117216,15.944350299804169,4.397788145844128,9.190312669437928
2010-05-10,1202.35,1206.0,1184.35,1202.4,1202.4,0,1165.6005049999999,1138.9422020000002,,1181.443126019269,1163.5058905124156,17.937235506853312,14.28186607758933,3.655369429263983,74.60250460651106,1165.6005049999999,1210.370322748614,1120.8306872513858,-0.004882893321194959,15.74876885847814,4.1147132169575995,8.402452217814638
2010-05-11,1200.7,1234.15,1200.7,1232.55,1232.55,0,1169.670505,1140.900202,,1189.3057220163043,1168.6202689929773,20.685453023327,15.562583466736864,5.122869556590135,78.72124046454825,1169.670505,1222.908241016772,1116.432768983228,0.025074850299401152,17.66157175835793,5.082988321298942,11.684487133019218
2010-05-12,1231.0,1249.15,1227.4,1237.35,1237.35,0,1173.793005,1142.8572020000001,,1196.6971493984113,1173.7113601786828,22.98578921972853,17.0472246173352,5.938564602393331,81.94532718810504,1173.793005,1234.4649696475333,1113.1210403524667,0.00389436534014842,17.661952720742466,6.169290831867502,11.09265577302927
