ticker,name,ex_date,amount,currency,plan_buy_date,plan_sell_date,estimated_pct_gain,note
DGRO.US,iShares Core Dividend Growth ETF,2025-11-25,0.0,USD,2025-11-21,2025-11-26,0.00%,
